Area Code (Location),Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,Cogs,Date,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Type,ProductId (Product),Product Id,Product,Profit,Sales,State,Total Expenses,Type
970,970,40,70,10,110,54,01-02-2010 00:00:00,427,75,Major Market,Central,49,1,Herbal Tea,9,9,Lemon,-3,129,Colorado,78,Decaf
303,303,50,70,40,120,60,01-02-2010 00:00:00,329,80,Major Market,Central,19,1,Herbal Tea,10,10,Mint,33,140,Colorado,47,Decaf
719,719,50,60,10,110,59,01-02-2010 00:00:00,331,73,Major Market,Central,22,1,Tea,11,11,Darjeeling,18,132,Colorado,55,Regular
720,720,50,60,30,110,62,01-02-2010 00:00:00,958,74,Major Market,Central,19,1,Tea,12,12,Earl Grey,34,136,Colorado,40,Regular
312,312,150,220,140,370,148,01-02-2010 00:00:00,844,206,Major Market,Central,48,1,Coffee,2,2,Columbian,115,354,Illinois,91,Regular
847,847,110,150,100,260,104,01-02-2010 00:00:00,596,150,Major Market,Central,33,1,Coffee,3,3,Decaf Irish Cream,95,254,Illinois,55,Decaf
708,708,270,370,260,640,234,01-02-2010 00:00:00,1282,311,Major Market,Central,77,1,Espresso,5,5,Caffe Mocha,201,545,Illinois,110,Regular
312,312,260,270,180,530,228,01-02-2010 00:00:00,1436,229,Major Market,Central,63,1,Espresso,6,6,Decaf Espresso,142,457,Illinois,87,Decaf
815,815,80,130,110,210,99,01-02-2010 00:00:00,766,144,Major Market,Central,27,1,Herbal Tea,8,8,Chamomile,105,243,Illinois,39,Decaf
773,773,70,90,60,160,83,01-02-2010 00:00:00,613,107,Major Market,Central,27,1,Herbal Tea,9,9,Lemon,68,190,Illinois,39,Decaf
847,847,80,120,100,200,95,01-02-2010 00:00:00,809,137,Major Market,Central,26,1,Herbal Tea,10,10,Mint,99,232,Illinois,38,Decaf
309,309,60,100,80,160,77,01-02-2010 00:00:00,449,112,Major Market,Central,21,1,Tea,11,11,Darjeeling,79,189,Illinois,33,Regular
630,630,60,100,50,160,75,01-02-2010 00:00:00,549,114,Major Market,Central,24,1,Tea,12,12,Earl Grey,59,189,Illinois,55,Regular
712,712,10,30,20,40,18,01-02-2010 00:00:00,818,27,Small Market,Central,5,1,Coffee,1,1,Amaretto,10,45,Iowa,17,Regular
319,319,20,40,20,60,28,01-02-2010 00:00:00,961,35,Small Market,Central,8,1,Coffee,2,2,Columbian,6,63,Iowa,29,Regular
712,712,20,30,20,50,23,01-02-2010 00:00:00,620,31,Small Market,Central,7,1,Coffee,3,3,Decaf Irish Cream,12,54,Iowa,19,Decaf
319,319,20,30,20,50,19,01-02-2010 00:00:00,774,28,Small Market,Central,5,1,Espresso,5,5,Caffe Mocha,11,47,Iowa,17,Regular
712,712,0,50,40,50,0,01-02-2010 00:00:00,774,43,Small Market,Central,0,1,Espresso,6,6,Decaf Espresso,32,43,Iowa,11,Decaf
563,563,200,270,190,470,234,01-02-2010 00:00:00,1282,311,Small Market,Central,77,1,Herbal Tea,8,8,Chamomile,201,545,Iowa,110,Decaf
563,563,80,140,110,220,104,01-02-2010 00:00:00,596,150,Small Market,Central,33,1,Herbal Tea,9,9,Lemon,95,254,Iowa,55,Decaf
563,563,190,210,140,400,228,01-02-2010 00:00:00,1436,229,Small Market,Central,63,1,Tea,11,11,Darjeeling,141,457,Iowa,88,Regular
515,515,200,260,150,460,240,01-02-2010 00:00:00,1391,294,Small Market,Central,91,1,Tea,12,12,Earl Grey,169,534,Iowa,125,Regular
314,314,90,110,50,200,86,01-02-2010 00:00:00,484,107,Small Market,Central,32,1,Coffee,2,2,Columbian,42,193,Missouri,65,Regular
816,816,70,100,60,170,75,01-02-2010 00:00:00,956,90,Small Market,Central,23,1,Coffee,3,3,Decaf Irish Cream,46,165,Missouri,44,Decaf
573,573,20,40,0,60,33,01-02-2010 00:00:00,193,41,Small Market,Central,12,1,Tea,13,13,Green Tea,-4,74,Missouri,45,Regular
573,573,50,90,70,140,50,01-02-2010 00:00:00,814,73,Small Market,Central,14,1,Espresso,5,5,Caffe Mocha,48,123,Missouri,25,Regular
573,573,40,80,60,120,42,01-02-2010 00:00:00,771,61,Small Market,Central,11,1,Espresso,6,6,Decaf Espresso,38,103,Missouri,23,Decaf
636,636,30,60,10,90,43,01-02-2010 00:00:00,256,61,Small Market,Central,39,1,Herbal Tea,8,8,Chamomile,-8,104,Missouri,69,Decaf
417,417,70,10,-20,80,84,01-02-2010 00:00:00,625,18,Small Market,Central,26,1,Herbal Tea,9,9,Lemon,-32,102,Missouri,50,Decaf
816,816,30,40,10,70,35,01-02-2010 00:00:00,191,47,Small Market,Central,11,1,Tea,11,11,Darjeeling,9,82,Missouri,38,Regular
314,314,20,30,-10,50,30,01-02-2010 00:00:00,165,38,Small Market,Central,11,1,Tea,12,12,Earl Grey,-7,68,Missouri,45,Regular
937,937,60,80,50,140,60,01-02-2010 00:00:00,329,80,Major Market,Central,19,1,Coffee,1,1,Amaretto,33,140,Ohio,47,Regular
513,513,50,80,50,130,52,01-02-2010 00:00:00,357,76,Major Market,Central,16,1,Coffee,2,2,Columbian,38,128,Ohio,38,Regular
614,614,50,80,20,130,54,01-02-2010 00:00:00,427,75,Major Market,Central,49,1,Coffee,3,3,Decaf Irish Cream,-3,129,Ohio,78,Decaf
614,614,60,110,60,170,80,01-02-2010 00:00:00,640,120,Major Market,Central,26,1,Tea,11,11,Darjeeling,62,200,Ohio,58,Regular
513,513,70,110,70,180,86,01-02-2010 00:00:00,490,120,Major Market,Central,26,1,Tea,12,12,Earl Grey,71,206,Ohio,49,Regular
614,614,60,90,40,150,59,01-02-2010 00:00:00,331,73,Major Market,Central,22,1,Espresso,6,6,Decaf Espresso,18,132,Ohio,55,Decaf
234,234,190,210,140,400,170,01-02-2010 00:00:00,1073,170,Major Market,Central,47,1,Espresso,5,5,Caffe Mocha,98,340,Ohio,72,Regular
330,330,10,30,30,40,22,01-02-2010 00:00:00,452,34,Major Market,Central,6,1,Herbal Tea,8,8,Chamomile,17,56,Ohio,17,Decaf
740,740,20,50,50,70,32,01-02-2010 00:00:00,817,48,Major Market,Central,8,1,Herbal Tea,9,9,Lemon,28,80,Ohio,20,Decaf
262,262,50,70,30,120,53,01-02-2010 00:00:00,306,65,Small Market,Central,20,1,Coffee,1,1,Amaretto,12,118,Wisconsin,53,Regular
920,920,90,140,40,230,92,01-02-2010 00:00:00,541,128,Small Market,Central,83,1,Coffee,2,2,Columbian,15,220,Wisconsin,113,Regular
414,414,80,100,60,180,77,01-02-2010 00:00:00,423,103,Small Market,Central,25,1,Coffee,3,3,Decaf Irish Cream,50,180,Wisconsin,53,Decaf
920,920,40,80,50,120,56,01-02-2010 00:00:00,382,81,Small Market,Central,17,1,Tea,11,11,Darjeeling,41,137,Wisconsin,40,Regular
414,414,50,80,10,130,65,01-02-2010 00:00:00,513,90,Small Market,Central,58,1,Tea,12,12,Earl Grey,3,155,Wisconsin,87,Regular
715,715,50,70,50,120,48,01-02-2010 00:00:00,617,62,Small Market,Central,15,1,Espresso,6,6,Decaf Espresso,35,110,Wisconsin,27,Decaf
414,414,80,100,60,180,70,01-02-2010 00:00:00,957,84,Small Market,Central,21,1,Espresso,5,5,Caffe Mocha,42,154,Wisconsin,42,Regular
715,715,50,100,80,150,65,01-02-2010 00:00:00,372,109,Small Market,Central,20,1,Herbal Tea,8,8,Chamomile,66,174,Wisconsin,43,Decaf
262,262,40,60,50,100,47,01-02-2010 00:00:00,772,68,Small Market,Central,13,1,Herbal Tea,9,9,Lemon,43,115,Wisconsin,25,Decaf
475,475,50,80,60,130,50,01-02-2010 00:00:00,814,73,Small Market,East,14,1,Tea,11,11,Darjeeling,48,123,Connecticut,25,Regular
475,475,20,50,40,70,27,01-02-2010 00:00:00,772,39,Small Market,East,7,1,Tea,13,13,Green Tea,21,66,Connecticut,18,Regular
203,203,50,70,40,120,55,01-02-2010 00:00:00,305,75,Small Market,East,18,1,Espresso,6,6,Decaf Espresso,29,130,Connecticut,46,Decaf
860,860,60,90,20,150,65,01-02-2010 00:00:00,513,90,Small Market,East,58,1,Espresso,5,5,Caffe Mocha,3,155,Connecticut,87,Regular
959,959,120,180,130,300,130,01-02-2010 00:00:00,945,195,Small Market,East,42,1,Coffee,2,2,Columbian,121,325,Connecticut,74,Regular
475,475,60,90,50,150,86,01-02-2010 00:00:00,484,107,Small Market,East,32,1,Herbal Tea,9,9,Lemon,41,193,Connecticut,66,Decaf
860,860,50,70,50,120,75,01-02-2010 00:00:00,956,90,Small Market,East,23,1,Herbal Tea,10,10,Mint,46,165,Connecticut,44,Decaf
786,786,30,50,40,80,32,01-02-2010 00:00:00,817,48,Major Market,East,8,1,Tea,11,11,Darjeeling,28,80,Florida,20,Regular
727,727,40,80,60,120,47,01-02-2010 00:00:00,772,68,Major Market,East,13,1,Tea,13,13,Green Tea,44,115,Florida,24,Regular
407,407,70,100,60,170,77,01-02-2010 00:00:00,423,103,Major Market,East,25,1,Espresso,6,6,Decaf Espresso,51,180,Florida,52,Decaf
305,305,80,130,40,210,92,01-02-2010 00:00:00,541,128,Major Market,East,83,1,Espresso,5,5,Caffe Mocha,16,220,Florida,112,Regular
305,305,80,110,70,190,86,01-02-2010 00:00:00,490,120,Major Market,East,26,1,Coffee,3,3,Decaf Irish Cream,71,206,Florida,49,Decaf
754,754,70,120,80,190,80,01-02-2010 00:00:00,640,120,Major Market,East,26,1,Coffee,2,2,Columbian,63,200,Florida,57,Regular
754,754,30,50,30,80,48,01-02-2010 00:00:00,617,62,Major Market,East,15,1,Herbal Tea,8,8,Chamomile,34,110,Florida,28,Decaf
727,727,40,50,20,90,53,01-02-2010 00:00:00,306,65,Major Market,East,20,1,Herbal Tea,9,9,Lemon,12,118,Florida,53,Decaf
850,850,50,70,50,120,70,01-02-2010 00:00:00,957,84,Major Market,East,21,1,Herbal Tea,10,10,Mint,42,154,Florida,42,Decaf
978,978,30,50,40,80,32,01-02-2010 00:00:00,817,48,Major Market,East,8,1,Tea,11,11,Darjeeling,28,80,Massachusetts,20,Regular
978,978,20,40,30,60,22,01-02-2010 00:00:00,452,34,Major Market,East,6,1,Tea,13,13,Green Tea,17,56,Massachusetts,17,Regular
508,508,160,170,110,330,170,01-02-2010 00:00:00,1073,170,Major Market,East,47,1,Espresso,7,7,Regular Espresso,99,340,Massachusetts,71,Regular
508,508,50,70,10,120,54,01-02-2010 00:00:00,451,74,Major Market,East,49,1,Espresso,5,5,Caffe Mocha,-4,128,Massachusetts,78,Regular
774,774,70,370,330,440,75,01-02-2010 00:00:00,235,395,Major Market,East,24,1,Coffee,2,2,Columbian,340,470,Massachusetts,55,Regular
781,781,40,60,30,100,59,01-02-2010 00:00:00,331,73,Major Market,East,22,1,Herbal Tea,9,9,Lemon,18,132,Massachusetts,55,Decaf
603,603,10,30,20,40,18,01-02-2010 00:00:00,818,27,Small Market,East,5,1,Tea,11,11,Darjeeling,11,45,New Hampshire,16,Regular
603,603,0,40,30,40,0,01-02-2010 00:00:00,774,43,Small Market,East,0,1,Tea,13,13,Green Tea,32,43,New Hampshire,11,Regular
603,603,20,40,0,60,30,01-02-2010 00:00:00,165,38,Small Market,East,11,1,Espresso,7,7,Regular Espresso,-6,68,New Hampshire,44,Regular
603,603,40,60,10,100,43,01-02-2010 00:00:00,256,61,Small Market,East,39,1,Espresso,5,5,Caffe Mocha,-7,104,New Hampshire,68,Regular
603,603,30,60,40,90,41,01-02-2010 00:00:00,236,60,Small Market,East,13,1,Coffee,1,1,Amaretto,25,101,New Hampshire,35,Regular
603,603,40,60,30,100,45,01-02-2010 00:00:00,366,69,Small Market,East,14,1,Coffee,2,2,Columbian,23,114,New Hampshire,46,Regular
603,603,20,30,0,50,33,01-02-2010 00:00:00,193,41,Small Market,East,12,1,Herbal Tea,9,9,Lemon,-4,74,New Hampshire,45,Decaf
631,631,100,150,120,250,95,01-02-2010 00:00:00,809,137,Major Market,East,26,1,Tea,11,11,Darjeeling,100,232,New York,37,Regular
518,518,100,160,130,260,99,01-02-2010 00:00:00,766,144,Major Market,East,27,1,Tea,12,12,Earl Grey,105,243,New York,39,Regular
845,845,80,120,90,200,77,01-02-2010 00:00:00,449,112,Major Market,East,21,1,Tea,13,13,Green Tea,79,189,New York,33,Regular
585,585,210,350,280,560,228,01-02-2010 00:00:00,1402,352,Major Market,East,63,1,Espresso,7,7,Regular Espresso,264,580,New York,88,Regular
585,585,110,-60,-190,50,121,01-02-2010 00:00:00,901,-60,Major Market,East,110,1,Espresso,5,5,Caffe Mocha,-203,61,New York,143,Regular
917,917,240,370,250,610,258,01-02-2010 00:00:00,2067,387,Major Market,East,90,1,Coffee,2,2,Columbian,245,645,New York,142,Regular
518,518,180,200,110,380,240,01-02-2010 00:00:00,1454,255,Major Market,East,91,1,Herbal Tea,9,9,Lemon,131,495,New York,124,Decaf
607,607,160,-20,-80,140,213,01-02-2010 00:00:00,1214,-33,Major Market,East,66,1,Herbal Tea,10,10,Mint,-120,180,New York,87,Decaf
504,504,50,90,70,140,65,01-02-2010 00:00:00,372,109,Small Market,South,20,1,Espresso,5,5,Caffe Mocha,65,174,Louisiana,44,Regular
985,985,40,70,50,110,56,01-02-2010 00:00:00,382,81,Small Market,South,17,1,Espresso,6,6,Decaf Espresso,41,137,Louisiana,40,Decaf
337,337,40,60,40,100,49,01-02-2010 00:00:00,617,63,Small Market,South,16,1,Herbal Tea,8,8,Chamomile,35,112,Louisiana,28,Decaf
225,225,80,100,40,180,86,01-02-2010 00:00:00,484,107,Small Market,South,32,1,Herbal Tea,9,9,Lemon,42,193,Louisiana,65,Decaf
318,318,50,80,10,130,65,01-02-2010 00:00:00,342,90,Small Market,South,58,1,Espresso,4,4,Caffe Latte,2,155,Louisiana,88,Regular
337,337,40,70,60,110,38,01-02-2010 00:00:00,772,56,Small Market,South,10,1,Coffee,2,2,Columbian,34,94,Louisiana,22,Regular
504,504,50,90,70,140,47,01-02-2010 00:00:00,772,68,Small Market,South,13,1,Coffee,3,3,Decaf Irish Cream,44,115,Louisiana,24,Decaf
505,505,30,50,0,80,43,01-02-2010 00:00:00,256,61,Small Market,South,39,1,Espresso,5,5,Caffe Mocha,-7,104,New Mexico,68,Regular
505,505,30,40,10,70,35,01-02-2010 00:00:00,191,47,Small Market,South,11,1,Espresso,6,6,Decaf Espresso,8,82,New Mexico,39,Decaf
505,505,10,30,20,40,18,01-02-2010 00:00:00,818,27,Small Market,South,5,1,Herbal Tea,8,8,Chamomile,10,45,New Mexico,17,Decaf
505,505,20,40,20,60,28,01-02-2010 00:00:00,961,35,Small Market,South,8,1,Herbal Tea,9,9,Lemon,5,63,New Mexico,30,Decaf
505,505,20,30,0,50,30,01-02-2010 00:00:00,104,38,Small Market,South,11,1,Espresso,4,4,Caffe Latte,-7,68,New Mexico,45,Regular
505,505,50,90,50,140,45,01-02-2010 00:00:00,366,69,Small Market,South,14,1,Coffee,2,2,Columbian,24,114,New Mexico,45,Regular
505,505,100,20,-20,120,84,01-02-2010 00:00:00,625,18,Small Market,South,26,1,Coffee,3,3,Decaf Irish Cream,-31,102,New Mexico,49,Decaf
405,405,70,100,70,170,86,01-02-2010 00:00:00,300,120,Small Market,South,26,1,Espresso,4,4,Caffe Latte,70,206,Oklahoma,50,Regular
918,918,10,30,30,40,22,01-02-2010 00:00:00,452,34,Small Market,South,6,1,Espresso,5,5,Caffe Mocha,17,56,Oklahoma,17,Regular
405,405,60,110,70,170,80,01-02-2010 00:00:00,640,120,Small Market,South,26,1,Espresso,6,6,Decaf Espresso,63,200,Oklahoma,57,Decaf
918,918,50,60,20,110,53,01-02-2010 00:00:00,306,65,Small Market,South,20,1,Herbal Tea,8,8,Chamomile,11,118,Oklahoma,54,Decaf
405,405,80,130,40,210,92,01-02-2010 00:00:00,541,128,Small Market,South,83,1,Herbal Tea,9,9,Lemon,15,220,Oklahoma,113,Decaf
918,918,50,70,50,120,44,01-02-2010 00:00:00,618,56,Small Market,South,14,1,Coffee,2,2,Columbian,29,100,Oklahoma,27,Regular
405,405,40,60,50,100,32,01-02-2010 00:00:00,817,48,Small Market,South,8,1,Coffee,3,3,Decaf Irish Cream,29,80,Oklahoma,19,Decaf
512,512,60,100,60,160,75,01-02-2010 00:00:00,378,114,Major Market,South,24,1,Espresso,4,4,Caffe Latte,58,189,Texas,56,Regular
903,903,80,120,100,200,99,01-02-2010 00:00:00,766,144,Major Market,South,27,1,Espresso,5,5,Caffe Mocha,106,243,Texas,38,Regular
956,956,60,100,90,160,77,01-02-2010 00:00:00,449,112,Major Market,South,21,1,Espresso,6,6,Decaf Espresso,80,189,Texas,32,Decaf
214,214,50,80,50,130,60,01-02-2010 00:00:00,329,80,Major Market,South,19,1,Herbal Tea,8,8,Chamomile,33,140,Texas,47,Decaf
432,432,40,80,50,120,52,01-02-2010 00:00:00,357,76,Major Market,South,16,1,Herbal Tea,9,9,Lemon,38,128,Texas,38,Decaf
972,972,260,320,240,580,213,01-02-2010 00:00:00,942,252,Major Market,South,66,1,Coffee,2,2,Columbian,164,465,Texas,88,Regular
432,432,100,130,100,230,83,01-02-2010 00:00:00,613,107,Major Market,South,27,1,Coffee,3,3,Decaf Irish Cream,68,190,Texas,39,Decaf
435,435,40,50,30,90,42,01-02-2010 00:00:00,771,61,Small Market,West,11,1,Espresso,4,4,Caffe Latte,38,103,Utah,23,Regular
801,801,40,60,40,100,49,01-02-2010 00:00:00,617,63,Small Market,West,16,1,Espresso,5,5,Caffe Mocha,35,112,Utah,28,Regular
435,435,40,70,50,110,50,01-02-2010 00:00:00,814,73,Small Market,West,14,1,Espresso,6,6,Decaf Espresso,48,123,Utah,25,Decaf
435,435,30,50,30,80,41,01-02-2010 00:00:00,236,60,Small Market,West,13,1,Herbal Tea,8,8,Chamomile,24,101,Utah,36,Decaf
435,435,30,70,40,100,45,01-02-2010 00:00:00,366,69,Small Market,West,14,1,Herbal Tea,9,9,Lemon,24,114,Utah,45,Decaf
435,435,70,10,-30,80,84,01-02-2010 00:00:00,625,18,Small Market,West,26,1,Herbal Tea,10,10,Mint,-31,102,Utah,49,Decaf
435,435,20,50,10,70,43,01-02-2010 00:00:00,256,61,Small Market,West,39,1,Tea,11,11,Darjeeling,-7,104,Utah,68,Regular
435,435,20,30,10,50,35,01-02-2010 00:00:00,191,47,Small Market,West,11,1,Tea,12,12,Earl Grey,9,82,Utah,38,Regular
435,435,10,30,10,40,30,01-02-2010 00:00:00,165,38,Small Market,West,11,1,Tea,13,13,Green Tea,-6,68,Utah,44,Regular
435,435,90,110,70,200,75,01-02-2010 00:00:00,956,90,Small Market,West,23,1,Coffee,1,1,Amaretto,46,165,Utah,44,Regular
435,435,60,100,70,160,55,01-02-2010 00:00:00,305,75,Small Market,West,18,1,Coffee,2,2,Columbian,30,130,Utah,45,Regular
435,435,100,140,80,240,86,01-02-2010 00:00:00,484,107,Small Market,West,32,1,Coffee,3,3,Decaf Irish Cream,41,193,Utah,66,Decaf
831,831,210,220,150,430,228,01-02-2010 00:00:00,1436,229,Major Market,West,63,1,Espresso,4,4,Caffe Latte,142,457,California,87,Regular
916,916,110,160,30,270,121,01-02-2010 00:00:00,712,169,Major Market,West,110,1,Espresso,5,5,Caffe Mocha,26,290,California,143,Regular
951,951,220,300,200,520,234,01-02-2010 00:00:00,1282,311,Major Market,West,77,1,Espresso,6,6,Decaf Espresso,202,545,California,109,Decaf
949,949,80,120,100,200,95,01-02-2010 00:00:00,809,137,Major Market,West,26,1,Herbal Tea,8,8,Chamomile,100,232,California,37,Decaf
714,714,180,220,160,400,213,01-02-2010 00:00:00,942,252,Major Market,West,66,1,Herbal Tea,9,9,Lemon,164,465,California,88,Decaf
530,530,70,90,60,160,83,01-02-2010 00:00:00,613,107,Major Market,West,27,1,Herbal Tea,10,10,Mint,68,190,California,39,Decaf
626,626,60,100,90,160,99,01-02-2010 00:00:00,766,144,Major Market,West,27,1,Tea,11,11,Darjeeling,106,243,California,38,Regular
858,858,50,70,60,120,77,01-02-2010 00:00:00,449,112,Major Market,West,21,1,Tea,12,12,Earl Grey,80,189,California,32,Regular
858,858,40,80,50,120,75,01-02-2010 00:00:00,549,114,Major Market,West,24,1,Tea,13,13,Green Tea,58,189,California,56,Regular
909,909,130,30,-20,160,104,01-02-2010 00:00:00,685,28,Major Market,West,33,1,Coffee,1,1,Amaretto,-27,132,California,55,Regular
415,415,320,480,360,800,258,01-02-2010 00:00:00,2067,387,Major Market,West,90,1,Coffee,2,2,Columbian,245,645,California,142,Regular
818,818,180,-30,-110,150,148,01-02-2010 00:00:00,1071,-26,Major Market,West,48,1,Coffee,3,3,Decaf Irish Cream,-117,122,California,91,Decaf
702,702,0,40,30,40,0,01-02-2010 00:00:00,774,43,Small Market,West,0,1,Espresso,4,4,Caffe Latte,31,43,Nevada,12,Regular
775,775,10,30,20,40,18,01-02-2010 00:00:00,818,27,Small Market,West,5,1,Espresso,5,5,Caffe Mocha,10,45,Nevada,17,Regular
775,775,10,30,20,40,19,01-02-2010 00:00:00,774,28,Small Market,West,5,1,Espresso,6,6,Decaf Espresso,11,47,Nevada,17,Decaf
702,702,30,40,20,70,28,01-02-2010 00:00:00,961,35,Small Market,West,8,1,Coffee,3,3,Decaf Irish Cream,6,63,Nevada,29,Decaf
775,775,100,150,40,250,121,01-02-2010 00:00:00,712,169,Small Market,West,110,1,Herbal Tea,8,8,Chamomile,26,290,Nevada,143,Decaf
775,775,120,190,120,310,148,01-02-2010 00:00:00,844,206,Small Market,West,48,1,Herbal Tea,9,9,Lemon,115,354,Nevada,91,Decaf
702,702,80,140,110,220,104,01-02-2010 00:00:00,596,150,Small Market,West,33,1,Herbal Tea,10,10,Mint,94,254,Nevada,56,Decaf
775,775,150,220,150,370,234,01-02-2010 00:00:00,1282,311,Small Market,West,77,1,Tea,11,11,Darjeeling,202,545,Nevada,109,Regular
702,702,150,160,100,310,228,01-02-2010 00:00:00,1436,229,Small Market,West,63,1,Tea,12,12,Earl Grey,142,457,Nevada,87,Regular
702,702,150,-150,-220,0,240,01-02-2010 00:00:00,1937,-240,Small Market,West,91,1,Tea,13,13,Green Tea,-342,23,Nevada,125,Regular
775,775,40,50,10,90,33,01-02-2010 00:00:00,193,41,Small Market,West,12,1,Coffee,2,2,Columbian,-5,74,Nevada,46,Regular
503,503,50,70,20,120,59,01-02-2010 00:00:00,331,73,Small Market,West,22,1,Espresso,4,4,Caffe Latte,18,132,Oregon,55,Regular
541,541,50,80,50,130,60,01-02-2010 00:00:00,329,80,Small Market,West,19,1,Espresso,5,5,Caffe Mocha,33,140,Oregon,47,Regular
971,971,160,160,100,320,170,01-02-2010 00:00:00,1073,170,Small Market,West,47,1,Espresso,6,6,Decaf Espresso,99,340,Oregon,71,Decaf
971,971,60,100,70,160,52,01-02-2010 00:00:00,357,76,Small Market,West,16,1,Coffee,3,3,Decaf Irish Cream,38,128,Oregon,38,Decaf
971,971,20,50,50,70,33,01-02-2010 00:00:00,772,48,Small Market,West,9,1,Herbal Tea,8,8,Chamomile,28,81,Oregon,20,Decaf
541,541,30,50,30,80,44,01-02-2010 00:00:00,618,56,Small Market,West,14,1,Herbal Tea,9,9,Lemon,30,100,Oregon,26,Decaf
541,541,10,20,20,30,22,01-02-2010 00:00:00,452,34,Small Market,West,6,1,Tea,11,11,Darjeeling,17,56,Oregon,17,Regular
971,971,50,80,50,130,80,01-02-2010 00:00:00,640,120,Small Market,West,26,1,Tea,12,12,Earl Grey,62,200,Oregon,58,Regular
503,503,50,90,60,140,86,01-02-2010 00:00:00,490,120,Small Market,West,26,1,Tea,13,13,Green Tea,71,206,Oregon,49,Regular
971,971,60,100,40,160,54,01-02-2010 00:00:00,427,75,Small Market,West,49,1,Coffee,1,1,Amaretto,-4,129,Oregon,79,Regular
503,503,80,110,50,190,65,01-02-2010 00:00:00,392,90,Small Market,West,21,1,Coffee,2,2,Columbian,25,155,Oregon,65,Regular
360,360,40,60,40,100,48,01-02-2010 00:00:00,617,62,Small Market,West,15,1,Espresso,4,4,Caffe Latte,35,110,Washington,27,Regular
253,253,50,60,20,110,53,01-02-2010 00:00:00,306,65,Small Market,West,20,1,Espresso,5,5,Caffe Mocha,12,118,Washington,53,Regular
509,509,60,80,60,140,70,01-02-2010 00:00:00,957,84,Small Market,West,21,1,Espresso,6,6,Decaf Espresso,41,154,Washington,43,Decaf
206,206,110,160,60,270,92,01-02-2010 00:00:00,541,128,Small Market,West,83,1,Coffee,3,3,Decaf Irish Cream,15,220,Washington,113,Decaf
206,206,110,170,120,280,130,01-02-2010 00:00:00,945,195,Small Market,West,42,1,Herbal Tea,8,8,Chamomile,121,325,Washington,74,Decaf
509,509,30,50,50,80,38,01-02-2010 00:00:00,772,56,Small Market,West,10,1,Herbal Tea,9,9,Lemon,34,94,Washington,22,Decaf
360,360,40,70,40,110,65,01-02-2010 00:00:00,372,109,Small Market,West,20,1,Tea,11,11,Darjeeling,66,174,Washington,43,Regular
206,206,30,60,40,90,56,01-02-2010 00:00:00,382,81,Small Market,West,17,1,Tea,12,12,Earl Grey,41,137,Washington,40,Regular
253,253,40,60,10,100,65,01-02-2010 00:00:00,513,90,Small Market,West,58,1,Tea,13,13,Green Tea,3,155,Washington,87,Regular
509,509,70,100,70,170,58,01-02-2010 00:00:00,331,84,Small Market,West,18,1,Coffee,2,2,Columbian,44,142,Washington,40,Regular
